SMILES,Metal,LogK1
O=C(O)CN1CCNCCN(CC(=O)O)Cc2cccc(n2)C1,Gd+++,16.6
CCOc1ccc(C[C@@H](CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,Gd+++,23.45
CCOP(=O)(O)CN1CCN(CC(=O)O)CCN(CP(=O)(O)OCC)CCN(CC(=O)O)CC1,Gd+++,16.8
Cn1ccc(C(=O)NCCN(CCNC(=O)c2ccccc2O)CCNC(=O)c2ccn(C)c(=O)c2O)c(O)c1=O,Gd+++,17.3
O=C(O)CN1CCN(CCO)CCN(CC(=O)O)CCN(CCO)CC1,Gd+++,21.1
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Ce+++,11.54
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Eu+++,13.23
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Tb+++,14.07
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Dy+++,14.41
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Er+++,14.91
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Gd+++,13.39
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Ho+++,14.7
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Lu+++,15.77
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Nd+++,12.09
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Pr+++,11.93
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Sm+++,12.87
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Tm+++,15.2
CC(CCN(CCN(CCC(C)C(=O)O)CC(=O)O)CC(=O)O)C(=O)O,Yb+++,15.38
O=C(O)c1ccccn1,Ce+++,3.63
O=C(O)c1ccccn1,Eu+++,3.8
O=C(O)c1ccccn1,Tb+++,3.79
O=C(O)c1ccccn1,Dy+++,5.11
O=C(O)c1ccccn1,Er+++,3.96
O=C(O)c1ccccn1,Gd+++,5.01
O=C(O)c1ccccn1,Lu+++,5.36
O=C(O)c1ccccn1,Nd+++,4.83
O=C(O)c1ccccn1,Pr+++,3.62
O=C(O)c1ccccn1,Sm+++,3.85
O=C(O)c1ccccn1,Tm+++,4.31
O=C(O)c1ccccn1,Yb+++,4.28
O=C(O)c1ccccn1,Ho+++,4.19
CC(CNCCNCC(C)P(=O)(O)O)P(=O)(O)O,Dy+++,12.89
CC(CNCCNCC(C)P(=O)(O)O)P(=O)(O)O,Er+++,13.39
CC(CNCCNCC(C)P(=O)(O)O)P(=O)(O)O,Gd+++,12.27
CC(CNCCNCC(C)P(=O)(O)O)P(=O)(O)O,Lu+++,13.37
CC(CNCCNCC(C)P(=O)(O)O)P(=O)(O)O,Nd+++,11.6
CC(CNCCNCC(C)P(=O)(O)O)P(=O)(O)O,Sm+++,12.56
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Ce+++,7.93
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Eu+++,8.71
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Dy+++,9.0
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Er+++,9.17
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Gd+++,8.86
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Ho+++,9.02
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Lu+++,9.44
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Nd+++,8.51
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Pr+++,8.35
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Sm+++,8.94
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Tm+++,9.16
CCC(NC(C(=O)O)C(=O)O)C(=O)O,Yb+++,9.43
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Eu+++,13.04
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Tb+++,13.5
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Dy+++,13.76
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Er+++,14.13
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Gd+++,13.21
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Ho+++,13.84
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Lu+++,14.48
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Nd+++,12.34
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Pr+++,11.94
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Sm+++,12.86
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Tm+++,14.25
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Yb+++,14.52
O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,Ce+++,15.0
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Ce+++,7.5
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Tb+++,8.79
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Dy+++,9.03
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Er+++,9.46
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Gd+++,8.56
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Ho+++,9.27
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Lu+++,9.9
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Nd+++,7.96
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Pr+++,7.76
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Sm+++,8.56
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Tm+++,9.69
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)CC1,Yb+++,9.83
N[C@@H](CC(=O)O)C(=O)O,Ce+++,2.08
N[C@@H](CC(=O)O)C(=O)O,Eu+++,5.2
N[C@@H](CC(=O)O)C(=O)O,Tb+++,5.45
N[C@@H](CC(=O)O)C(=O)O,Dy+++,5.61
N[C@@H](CC(=O)O)C(=O)O,Er+++,5.9
N[C@@H](CC(=O)O)C(=O)O,Gd+++,5.65
N[C@@H](CC(=O)O)C(=O)O,Ho+++,5.68
N[C@@H](CC(=O)O)C(=O)O,Lu+++,6.07
N[C@@H](CC(=O)O)C(=O)O,Nd+++,5.52
N[C@@H](CC(=O)O)C(=O)O,Pr+++,5.14
N[C@@H](CC(=O)O)C(=O)O,Sm+++,5.89
N[C@@H](CC(=O)O)C(=O)O,Tm+++,5.87
N[C@@H](CC(=O)O)C(=O)O,Yb+++,5.93
O=C(O)c1ccc2ccc3ccc(C(=O)O)nc3c2n1,Gd+++,17.0
O=C(O)c1ccc2ccc3ccc(C(=O)O)nc3c2n1,Eu+++,22.85
CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccccc1,Ce+++,6.54
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Ce+++,7.55
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Eu+++,8.18
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Tb+++,8.51
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Dy+++,8.66
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Gd+++,8.26
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Ho+++,8.72
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Nd+++,8.08
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Pr+++,7.9
CC(C)(C)NCc1ccc2ccc3ccc(CNC(C)(C)C)nc3c2n1,Sm+++,8.16
Cn1cccc(O)c1=O,Ce+++,6.07
Cn1cccc(O)c1=O,Gd+++,6.36
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,17.05
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,18.31
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,19.0
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,19.57
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,19.83
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,18.43
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,19.67
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,20.75
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,17.65
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,17.28
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,18.17
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,20.39
CCCCCCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,20.58
CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ce+++,21.2
CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,24.5
CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Lu+++,23.3
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,17.11
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,18.32
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,18.98
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,19.42
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,19.87
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,18.47
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,19.72
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,20.81
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,17.67
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,17.36
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,18.24
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,20.4
CCCC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,20.61
O=C(O)c1cccnc1C(=O)O,Eu+++,3.3
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Dy+++,10.6
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Er+++,10.1
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Nd+++,9.8
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Pr+++,9.3
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Sm+++,10.1
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Yb+++,10.2
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Ce+++,9.61
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Eu+++,10.25
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Tb+++,10.25
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Gd+++,10.25
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Ho+++,10.47
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Lu+++,10.7
Oc1ccc(/N=N/c2ccccn2)c(O)c1,Tm+++,10.57
CCc1ccc(O)c(/N=N\c2nccs2)c1,Ho+++,9.9
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,11.64
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,18.09
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,14.22
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,14.77
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,15.3
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,13.81
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,15.08
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,15.98
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,12.58
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,12.03
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,13.38
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,15.69
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,15.87
c1cc2nc(c1)CNCCCNCc1cccc(n1)CNCCCNC2,Gd+++,5.89
c1cc2nc(c1)CNCCCNCc1cccc(n1)CNCCCNC2,Sm+++,5.57
c1cc2nc(c1)CNC1CCCCC1NCc1cccc(n1)CNC1CCCCC1NC2,Gd+++,5.6
c1cc2nc(c1)CNC1CCCCC1NCc1cccc(n1)CNC1CCCCC1NC2,Lu+++,6.0
c1cnc2c(c1)ccc1cccnc12,Nd+++,2.83
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Tb+++,5.67
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Dy+++,5.86
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Er+++,6.13
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Gd+++,5.55
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Nd+++,5.13
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Pr+++,4.96
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Sm+++,5.37
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,Yb+++,6.35
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,16.69
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,18.31
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,18.31
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,18.21
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,17.99
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,18.13
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,18.13
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,17.75
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,17.67
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,17.36
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,18.19
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,17.83
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,17.85
O=C(O)C/N=C/c1ccccc1O,Ce+++,5.55
Nn1cnnc1/N=N/c1cc(S(=O)(=O)O)c2ccccc2c1O,Pr+++,6.71
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Ce+++,5.55
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Eu+++,6.06
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Dy+++,6.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Er+++,6.36
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Gd+++,5.63
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Ho+++,6.3
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Lu+++,6.8
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Nd+++,5.93
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Pr+++,5.92
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Sm+++,6.13
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Tm+++,6.53
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOC(=O)C1,Yb+++,6.64
NC(=O)NCCCC(N)C(=O)O,Ce+++,3.21
NC(=O)NCCCC(N)C(=O)O,Eu+++,3.01
NC(=O)NCCCC(N)C(=O)O,Tb+++,2.89
NC(=O)NCCCC(N)C(=O)O,Dy+++,2.94
NC(=O)NCCCC(N)C(=O)O,Er+++,3.29
NC(=O)NCCCC(N)C(=O)O,Gd+++,2.96
NC(=O)NCCCC(N)C(=O)O,Ho+++,3.11
NC(=O)NCCCC(N)C(=O)O,Nd+++,3.02
NC(=O)NCCCC(N)C(=O)O,Pr+++,3.23
NC(=O)NCCCC(N)C(=O)O,Sm+++,3.12
NC(=O)NCCCC(N)C(=O)O,Tm+++,3.16
NC(=O)NCCCC(N)C(=O)O,Yb+++,3.33
O=C(O)CN(CC(=O)O)CP(=O)(O)O,Ce+++,12.8
O=C(c1ccccc1)N(O)c1ccc(S(=O)(=O)O)cc1,Ce+++,4.79
CCOP(=O)(O)CN1CCN(CP(=O)(O)OCC)CCN(CP(=O)(O)OCC)CC1,Ce+++,9.5
CCOP(=O)(O)CN1CCN(CP(=O)(O)OCC)CCN(CP(=O)(O)OCC)CC1,Gd+++,10.3
Nn1cnnc1S,Ce+++,4.05
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Ce+++,2.07
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Eu+++,2.29
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Tb+++,2.17
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Dy+++,2.19
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Er+++,2.24
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Gd+++,2.19
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Ho+++,2.2
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Lu+++,2.37
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Nd+++,2.25
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Pr+++,2.17
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Sm+++,2.31
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Tm+++,2.28
CN(C)c1ccc(/C=C/C(=O)C(=O)O)cc1,Yb+++,2.27
CC(C(=O)O)N(CCO)CCO,Ce+++,4.91
CC(C(=O)O)N(CCO)CCO,Eu+++,5.36
CC(C(=O)O)N(CCO)CCO,Tb+++,5.28
CC(C(=O)O)N(CCO)CCO,Dy+++,5.18
CC(C(=O)O)N(CCO)CCO,Er+++,5.13
CC(C(=O)O)N(CCO)CCO,Gd+++,5.26
CC(C(=O)O)N(CCO)CCO,Ho+++,5.1
CC(C(=O)O)N(CCO)CCO,Nd+++,5.28
CC(C(=O)O)N(CCO)CCO,Pr+++,5.21
CC(C(=O)O)N(CCO)CCO,Sm+++,5.36
CC(C(=O)O)N(CCO)CCO,Tm+++,5.07
CC(C(=O)O)N(CCO)CCO,Yb+++,5.19
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Ce+++,5.43
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Eu+++,5.85
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Tb+++,5.81
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Dy+++,5.85
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Er+++,5.94
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Gd+++,5.7
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Ho+++,5.86
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Lu+++,6.03
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Nd+++,5.7
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Pr+++,5.61
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Sm+++,5.86
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Tm+++,6.03
CCCN(CCCS(=O)(=O)O)c1ccc(N=O)c(O)c1,Yb+++,6.13
O=S(=O)(O)CC(O)CN1CCOCC1,Ce+++,3.31
O=S(=O)(O)CC(O)CN1CCOCC1,Eu+++,3.39
O=S(=O)(O)CC(O)CN1CCOCC1,Pr+++,3.36
O=C(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CC(=O)O,Ce+++,16.7
CSCC[C@H](N)C(=O)O,Ce+++,4.93
CSCC[C@H](N)C(=O)O,Gd+++,4.93
CSCC[C@H](N)C(=O)O,Nd+++,5.13
CSCC[C@H](N)C(=O)O,Pr+++,4.81
CSCC[C@H](N)C(=O)O,Sm+++,5.04
NN(CC(=O)O)CC(=O)O,Sm+++,4.1
NN(CC(=O)O)CC(=O)O,Yb+++,4.5
NN(CC(=O)O)CC(=O)O,Ce+++,10.2
CP(=O)(O)CCC(N)C(=O)O,Nd+++,4.26
CNC(=O)CN1CCN(CC(=O)NC)CCN(CC(=O)NC)CCN(CC(=O)NC)CC1,Eu+++,13.17
CNC(=O)CN1CCN(CC(=O)NC)CCN(CC(=O)NC)CCN(CC(=O)NC)CC1,Gd+++,12.8
O=Nc1ccc2c(S(=O)(=O)O)cccc2c1O,Nd+++,3.83
O=Nc1ccc2c(S(=O)(=O)O)cccc2c1O,Pr+++,3.5
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,Lu+++,11.92
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,Eu+++,6.86
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,16.98
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,18.3
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,18.97
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,19.39
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,19.97
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,18.44
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,19.7
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,20.79
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,17.57
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,17.28
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,18.12
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,20.38
CC(C)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,20.65
O=C(O)CNCC(=O)O,Ce+++,6.41
O=C(O)CNCC(=O)O,Eu+++,6.48
O=C(O)CNCC(=O)O,Tb+++,7.06
O=C(O)CNCC(=O)O,Dy+++,7.16
O=C(O)CNCC(=O)O,Gd+++,6.78
O=C(O)CNCC(=O)O,Ho+++,6.64
O=C(O)CNCC(=O)O,Lu+++,7.06
O=C(O)CNCC(=O)O,Nd+++,6.7
O=C(O)CNCC(=O)O,Pr+++,6.55
O=C(O)CNCC(=O)O,Sm+++,6.86
O=C(O)CNCC(=O)O,Er+++,7.09
O=C(O)CNCC(=O)O,Tm+++,7.22
O=C(O)CNCC(=O)O,Yb+++,7.49
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,Gd+++,20.42
NC(=O)C[C@H](N)C(=O)O,Ce+++,3.78
NC(=O)C[C@H](N)C(=O)O,Eu+++,3.96
NC(=O)C[C@H](N)C(=O)O,Tb+++,3.92
NC(=O)C[C@H](N)C(=O)O,Dy+++,3.95
NC(=O)C[C@H](N)C(=O)O,Er+++,4.1
NC(=O)C[C@H](N)C(=O)O,Gd+++,3.85
NC(=O)C[C@H](N)C(=O)O,Lu+++,4.39
NC(=O)C[C@H](N)C(=O)O,Nd+++,4.26
NC(=O)C[C@H](N)C(=O)O,Pr+++,4.09
NC(=O)C[C@H](N)C(=O)O,Sm+++,3.94
NC(=O)C[C@H](N)C(=O)O,Tm+++,4.22
O=[N+]([O-])c1ccc(O)cc1,Ce+++,1.1
O=[N+]([O-])c1ccc(O)cc1,Er+++,1.35
O=[N+]([O-])c1ccc(O)cc1,Gd+++,1.64
O=[N+]([O-])c1ccc(O)cc1,Lu+++,1.46
O=[N+]([O-])c1ccc(O)cc1,Pr+++,1.3
O=[N+]([O-])c1ccc(O)cc1,Sm+++,1.48
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Tb+++,6.78
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ce+++,18.3
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Eu+++,19.9
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Tb+++,20.9
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Dy+++,20.5
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Er+++,20.2
