SMILES,Metal,LogK1
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Gd+++,12.63
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Tb+++,11.95
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Dy+++,11.47
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Ho+++,10.69
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Er+++,10.6
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Tm+++,10.92
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Yb+++,11.31
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Lu+++,11.54
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Sc+++,15.83
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Sc+++,14.37
O=C(O)C1=CC=CC(CN(CCOCCOCCN(CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)=N1,In+++,29.14
O=C(O)C1=CC=CC(CN(CCOCCOCCN(CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)=N1,Lu+++,19.31
O=C(O)C1=CC=CC(CN(CCOCCOCCN(CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)=N1,Y+++,15.11
O=C(O)C1=CC=CC(CN(CCOCCOCCN(CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)CC2=CC=CC(C(=O)O)=N2)=N1,La+++,17.08
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(O)=O)CC(=O)O,In+++,29.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(O)=O)CC(=O)O,Lu+++,22.4
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(O)=O)CC(=O)O,Y+++,21.2
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(O)=O)CC(=O)O,La+++,19.48
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,In+++,23.9
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Y+++,24.3
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,La+++,21.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Sc+++,30.79
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ga+++,26.05
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Bi+++,30.3
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Cu++,22.2
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Ga+++,19.74
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,In+++,21.9
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Lu+++,15.3
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1,Y+++,14.8
C(N1CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)O,Cu++,21.6
C(N1CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)O,Ga+++,31.0
C(N1CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)O,Sc+++,16.5
C(N1CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)O,In+++,26.2
SCCN1CCN(CCS)CCN(CCS)CC1,Ga+++,34.2
SCCN1CCN(CCS)CCN(CCS)CC1,In+++,36.1
C(CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)(=O)O,Cu++,21.4
C(CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)(=O)O,Ga+++,24.3
C(CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)(=O)O,In+++,29.0
C(CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)(=O)O,Lu+++,22.6
C(CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)(=O)O,Y+++,21.2
C(CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)(=O)O,Bi+++,35.6
O=C(O)CCP(=O)(O)CN1CCN(CP(=O)(O)CCC(=O)O)CCN(CP(=O)(O)CCC(=O)O)CC1,Ga+++,26.24
O=C(O)C1=CC=CC(CNCCNCC2=CC=CC(C(=O)O)=N2)=N1,Cu++,19.2
O=C(O)C1=CC=CC(CNCCNCC2=CC=CC(C(=O)O)=N2)=N1,Ga+++,28.1
O=C(O)CN(CC1=CC=CC(C(=O)O)=N1)CCN(CC(=O)O)CC1=CC=CC(C(=O)O)=N1,In+++,26.8
O=C(O)CN(CC1=CC=CC(C(=O)O)=N1)CCN(CC(=O)O)CC1=CC=CC(C(=O)O)=N1,Lu+++,20.1
O=C(O)CN(CCN(CC(=O)O)CC1=CC=CC(C(=O)O)=N1)CCN(CC(=O)O)CC1=CC=CC(C(=O)O)=N1,In+++,27.56
O=C(O)CN(CCN(CC(=O)O)CC1=CC=CC=C1O)CC1=CC=CC=C1O,Ga+++,38.5
O=C(O)CN(CCN(CC(=O)O)CC1=CC=CC=C1O)CC1=CC=CC=C1O,In+++,27.9
C(CN1CCN(CC(=O)O)CC2=CC=CC(=N2)CN(CC(=O)O)CC1)(=O)O,Cu++,19.1
C(N1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)O,Ga+++,29.0
C(N1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)O,Sc+++,16.5
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,Sc+++,26.3
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,Ga+++,24.3
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,Y+++,21.9
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,In+++,29.0
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,Tb+++,22.8
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,Lu+++,22.4
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,Bi+++,33.9
C(CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(O)=O,La+++,19.5
C(N(CC(=O)O)C1(C)CN(CC(=O)O)CCN(CC(=O)O)C1)C(=O)O,Sc+++,27.7
C(N(CC(=O)O)C1(C)CN(CC(=O)O)CCN(CC(=O)O)C1)C(=O)O,Ga+++,21.2
C1CN(CC(=O)O)CCN(CC(=O)O)CC2=NC(=CC=C2)CN1CC(=O)O,Y+++,20.3
C(P(=O)(O)CN1CCN(CP(CC(=O)O)(=O)O)CCN(CP(CC(=O)O)(=O)O)CC1)C(=O)O,Ga+++,26.2
C(CN1CCN(P(O)(=O)O)CCN(CC(=O)O)CC1)(=O)O,Ga+++,34.4
CN(CC(=O)O)C1(C)CN(CC(=O)O)CCN(CC(=O)O)C1,Ga+++,21.5
C(CN(CC(=O)O)CC(S)(C)C)N(CC(=O)O)CC(S)(C)C,Ga+++,41.0
O=C(O)CN(CCN(CC(=O)O)C1=CC=CC(C(=O)O)=N1)C1=CC=CC(C(=O)O)=N1,Y+++,18.3
O=C(O)CN(CCN(CC(=O)O)C1=CC=CC(C(=O)O)=N1)C1=CC=CC(C(=O)O)=N1,In+++,26.8
O=C(O)CN(CCN(CC(=O)O)C1=CC=CC(C(=O)O)=N1)C1=CC=CC(C(=O)O)=N1,Lu+++,21.0
C1CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN1CC(=O)O,La+++,13.6
